2020-03-07 05:14:18 	nullroot 	wei592628 	I am null_whoami
2022-05-19 09:53:40 	snipersk 	25713010771@chatroom 	+1
2022-05-19 09:54:06 	wxid_zbytkn4qjl3r22 	25713010771@chatroom 	I guess you have to send a red envelope in the group
2022-05-19 09:54:43 	snipersk 	25713010771@chatroom 	The company likes to mention two laboratories, I’m afraid it’s the bosses’ fault
2022-05-19 09:55:41 	wxid_q7vkst94g5u011 	25713010771@chatroom 	Isn’t it a bad ancestor’s rule to give red envelopes to people who are moving to a new house?
2022-05-19 09:55:44 	wxid_zbytkn4qjl3r22 	25713010771@chatroom 	When the time comes, start a scene in the group and let everyone take advantage of it
2022-08-11 05:51:47 	wxid_xusilpfkh31g21 	Shutd0wn 	Mr. Wu, is it convenient now? I want to have a phone call with you and have something to report
2022-08-11 05:51:59 	Shutd0wn 	wxid_xusilpfkh31g21 	Hmm
2022-08-11 05:52:40 	Shutd0wn 	wxid_xusilpfkh31g21 	?
2022-08-11 06:29:08 	wxid_xusilpfkh31g21 	Shutd0wn 	Hua Yuyehe! 4p47hy’s chat history
2022-08-11 06:33:23 	Shutd0wn 	wxid_xusilpfkh31g21 	Well, then he doesn’t know either
2022-08-11 06:38:04 	wxid_xusilpfkh31g21 	Shutd0wn 	Yes
2022-08-11 07:46:23 	Shutd0wn 	wxid_xusilpfkh31g21 	What information points did she say that made you think you knew too much? Let me evaluate
2022-08-11 07:51:14 	wxid_xusilpfkh31g21 	Shutd0wn 	1. What is the reason for stipulating such a reimbursement system: If the company is short of funds and cannot reimburse, then why does it need to organize team building? Moreover, the team building places are all around Chengdu and everyone has been there, which is meaningless. (She clearly knows the location of the team building); if it is to optimize the sales team, then this will dampen the enthusiasm of the sales staff, and it is very likely that some people will have ideas. I will wait until the end of the year, and when the time comes to issue reimbursements, I Get the reimbursement and leave (involving such a specific idea).
2022-08-11 07:52:08 	wxid_xusilpfkh31g21 	Shutd0wn 	2. Qi’anxin previously said that it wanted to invest in shares, but the lack of year-end bonuses for 20 years caused dissatisfaction. In the end, many core personnel were poached by Qi’anxin, and then they stopped buying shares and turned to acquiring old shares
2022-08-11 07:53:24 	wxid_xusilpfkh31g21 	Shutd0wn 	3. Customer feedback that because of the loss of our core staff, they are now afraid to hand over projects to us. They say that there was a project worth tens of millions in Nanjing before and this is the reason. In addition, sales staff are now afraid to take on projects for fear of the company. No ability to implement
2022-08-11 07:55:31 	Shutd0wn 	wxid_xusilpfkh31g21 	It may have something to do with Luo Shan, so leave her alone.
2022-08-11 07:55:35 	wxid_xusilpfkh31g21 	Shutd0wn 	4. It is suggested that we consider the impact this operation will have on the company if there is a collective strike by salesmen in the future. We also mentioned that some people may want to work well in the company, but such an operation now is likely to force everyone to Go
2022-08-11 07:55:39 	wxid_xusilpfkh31g21 	Shutd0wn 	That’s about it
2022-08-11 07:56:31 	wxid_xusilpfkh31g21 	Shutd0wn 	Yesterday she mentioned Luoshan, and today she also mentioned Zhu Xiaojuan
2022-08-11 07:56:48 	Shutd0wn 	wxid_xusilpfkh31g21 	Last week you sent me a performance report. The total of the two departments was only more than 2 million, and all the expenses were not passed. We also talked about the reimbursement time
2022-08 -11 07:57:49 	wxid_xusilpfkh31g21 	Shutd0wn 	I also told HR when she asked me about the reimbursement details at noon. Sales should know the purpose of the company’s regulations. They can’t just see that the company doesn’t issue reimbursements. They have to think about the reasons
2022-08-11 07:58:14 	Shutd0wn 	wxid_xusilpfkh31g21 	Pretending to be confused while pretending to understand
2022-08-22 03:04:16 	Shutd0wn 	wxid_xusilpfkh31g21 	What are the projects with large advances?
2022-08-22 03:04:40 	wxid_xusilpfkh31g21 	Shutd0wn 	Yangzhou, Jincheng, Jingdezhen
2022-08-22 03:05:10 	wxid_xusilpfkh31g21 	Shutd0wn 	Last time, Mr. C in Yangzhou said that customers now require 6 months of trial operation before acceptance and payment can be made
2022-08-22 03:05:22 	wxid_xusilpfkh31g21 	Shutd0wn 	Jincheng also postponed the acceptance because it said that the leader had changed
2022-08-22 03:05:44 	Shutd0wn 	wxid_xusilpfkh31g21 	How much money has been advanced for these three projects
2022-08-22 03:05:45 	wxid_xusilpfkh31g21 	Shutd0wn 	Jingdezhen said it would be accepted at the end of July last time, but it is still reported that there is a problem with the Alienware computer we purchased
2022-08-22 03:05:53wxid_xusilpfkh31g21 	Shutd0wn 	Wait a moment
2022-08-22 03:17:00 	wxid_xusilpfkh31g21 	Shutd0wn 	The Jingdezhen project amount is 1.368 million, and 280,000 has been advanced The Jincheng project amount is 2.96 million, and 550,000 has been advanced The Yangzhou project amount is 3.34 million, and 300,000 has been advanced (another 120,000 is still unpaid)
2022-08-22 03:29:50 	Shutd0wn 	wxid_xusilpfkh31g21 	Hmm
2022-08-23 13:54:14 	wxid_xusilpfkh31g21 	Shutd0wn 	Mr. Wu, I would like to take 3 days off [silly laugh]
2022-08-23 13:57:26 	Shutd0wn 	wxid_xusilpfkh31g21 	Good
2022-08-29 06:52:48 	wxid_xusilpfkh31g21 	Shutd0wn 	They asked us to use the 500,000 yuan loan from the Bank of China before the end of the month. Li Ping and Huaxin were very pressing. We owed 22.5 yuan for the projects before this year, so I planned to pay 12.5 yuan first. Then the rest are all subcontract payments from Mr. C. Let me see which of them are more urgent and pay them first
2022-08-29 06:53 :08 	Shutd0wn 	wxid_xusilpfkh31g21 	ok
2022-08-30 06:59:41 	wxid_xusilpfkh31g21 	Shutd0wn 	After a while, the Bank of China will come over to collect the information on the 500,000 loan. Seeing you, she will probably ask you about applying for a mortgage. How about you tell her that she will return to Chengdu soon, and it’s too late?
2022-08-30 06:59:57 	Shutd0wn 	wxid_xusilpfkh31g21 	Good
2022-08-30 07:00:30 	wxid_xusilpfkh31g21 	Shutd0wn 	Yeah
2022-11-14 06:53:36 	Shutd0wn 	wxid_xusilpfkh31g21 	What is the tax on 15W in Daitabos
2022-11-14 06:53:40 	Shutd0wn 	wxid_xusilpfkh31g21 	Why so many
2022-11-14 06:55:14 	wxid_xusilpfkh31g21 	Shutd0wn 	Sichuan Anxun and Daitabos are both subject to value-added tax. Both companies are losing money. Starting from October, invoices must be issued to Shanghai Anxun to ensure that there is no loss in the individual statements
2022-11-14 09:16:40 	Shutd0wn 	wxid_xusilpfkh31g21 	
2022-11-14 09:17:27 	Shutd0wn 	wxid_xusilpfkh31g21 	Check, letter of guarantee, both methods are acceptable. [Holding fists]
2022-11-14 09:19:15 	Shutd0wn 	wxid_xusilpfkh31g21 	
2022-11-14 09:21:14 	wxid_xusilpfkh31g21 	Shutd0wn 	
2022-11-14 09:21:46 	wxid_xusilpfkh31g21 	Shutd0wn 	
2022-11-14 09:22:36 	wxid_xusilpfkh31g21 	Shutd0wn 	
2022-11-14 09:23:55 	Shutd0wn 	wxid_xusilpfkh31g21 	
2022-11-14 09:24:24 	wxid_xusilpfkh31g21 	Shutd0wn 	Yeah, okay
2022-11-14 09:24:59 	Shutd0wn 	wxid_xusilpfkh31g21 	
2022-11-14 09:31:34 	wxid_xusilpfkh31g21 	Shutd0wn 	Okay
2019-07-23 05:54:00 	wxid_xusilpfkh31g21 	hack05112 	How come your reimbursement was sent directly to Mr. Ya for approval?
2019-07-23 05:56:58 	hack05112 	wxid_xusilpfkh31g21 	I have always been approved by him, including expenses, and business trips by General C
2019-07-23 05:57:10hack05112 	wxid_xusilpfkh31g21 	You just pay attention
2019-07-23 05:59:10 	wxid_xusilpfkh31g21 	hack05112 	Why is it so troublesome
2019-07-23 06:00:42 	hack05112 	wxid_xusilpfkh31g21 	Because there are some reimbursements that Mr. C doesn’t know about, only Mr. Ya knows.
2019-07-23 06:01:21 	hack05112 	wxid_xusilpfkh31g21 	Sister, remember to find a way to report your business expenses to me next month. I will go to Shanghai to treat you to a big dinner at the beginning of the month
2019-07-23 06: 01:25 	wxid_xusilpfkh31g21 	hack05112 	Well, it means that your entertainment was all ordered by Mr. Duck [laughing]
2019-07-23 06:01:39 	wxid_xusilpfkh31g21 	hack05112 	Haha, you are so poor, how can you treat me to a big dinner?
2019-07-23 06:01:59 	hack05112 	wxid_xusilpfkh31g21 	Yeah, 99% of what I did was because he asked me to go
2019-07-23 06:02:07 	hack05112 	wxid_xusilpfkh31g21 	Please swipe your credit card
2019-07-23 06:02:56 	wxid_xusilpfkh31g21 	hack05112 	Is it a matter of coming to Shanghai at the beginning of the month?
2019-07-23 06:03:47 	wxid_xusilpfkh31g21 	hack05112 	It is said that the invoicing is not good this month
2019-07-23 06:06:22 	hack05112 	wxid_xusilpfkh31g21 	Dipu has something to do this month and cannot issue tickets. I will make up for it in the next two months. Don’t worry, my quarterly results will definitely be completed
2019-07-23 06:06: 33 	hack05112 	wxid_xusilpfkh31g21 	It is not a secret, it is a master key project
2019-07-23 06:06:36 	wxid_xusilpfkh31g21 	hack05112 	Oh
2019-07-23 06:06:48 	hack05112 	wxid_xusilpfkh31g21 	7, 8 hundred thousand
2019-07-23 06:07:13 	wxid_xusilpfkh31g21 	hack05112 	Too few
2019-07-23 06:07:45 	hack05112 	wxid_xusilpfkh31g21 	[呲呲]I should complete 7 million, it’s not a big problem
2019-07-23 06:08:33 	wxid_xusilpfkh31g21 	hack05112 	Reliable
2019-07-23 06:08:55 	hack05112 	wxid_xusilpfkh31g21 	That is necessary
2019-07-23 06:09:01 	hack05112 	wxid_xusilpfkh31g21 	Not like some people, right
2019-07-23 06:09:15 	wxid_xusilpfkh31g21 	hack05112 	I have completely forgotten some people
2019-07-23 06:10:19 	hack05112 	wxid_xusilpfkh31g21 	I had dinner with CC two days ago. He said that if sales at this year's annual meeting fail to achieve results, Wang Zhe will have to explain.
2019-07-23 06:10:45 	wxid_xusilpfkh31g21 	hack05112 	He is just talking. According to the current situation, sales will definitely not be able to complete the performance
2019-07-23 06:13:48 	hack05112 	wxid_xusilpfkh31g21 	But Mr. Ya is very confident. After two meals, he was sure that the invoice was 5,000 and the contract was 8,000 each time.
2019-07-23 06 :14:08 	wxid_xusilpfkh31g21 	hack05112 	Honey confidence
2019-07-23 06:15:21 	hack05112 	wxid_xusilpfkh31g21 	[Face covering]
2019-07-23 06:15:26 	hack05112 	wxid_xusilpfkh31g21 	I can’t refute it
2019-07-23 06:15:31 	hack05112 	wxid_xusilpfkh31g21 	Afraid that he will be unhappy
2019-07-23 06:15:35 	wxid_xusilpfkh31g21 	hack05112 	Hehe
2019-07-23 06:16:06 	hack05112 	wxid_xusilpfkh31g21 	CC feels that it will be a sales force this year
2019-07-23 06:16:15 	wxid_xusilpfkh31g21 	hack05112 	It is already halfway through. Even if our sales are mainly in the next half year, we must complete 3/1 in at least half a year. In fact, it is not.
2019-07 -23 06:16:58 	hack05112 	wxid_xusilpfkh31g21 	It’s not easy to implement. It seems that there are many projects in CC that are not easy to implement.
2019-07-23 06:17:09 	wxid_xusilpfkh31g21 	hack05112 	Maybe he is planning to support his own people to consolidate his position [laughing]
2019-07-23 06:17:29 	wxid_xusilpfkh31g21 	hack05112 	None of the new projects they talked about at the beginning of the year have been implemented, basically they are still focused on you
2019-07-23 06:17:37hack05112 	wxid_xusilpfkh31g21 	[Sneaky smile] Wang Zhe complained about Zhou Weiwei a few days ago
2019-07-23 06:17:42 	hack05112 	wxid_xusilpfkh31g21 	Said support is not in place
2019-07-23 06:17:52 	hack05112 	wxid_xusilpfkh31g21 	The dumping mode has been turned on
2019-07-23 06:17:53 	wxid_xusilpfkh31g21 	hack05112 	[Rolling eyes] He still has the nerve to complain?
2019-07-23 06:18:08 	wxid_xusilpfkh31g21 	hack05112 	It won’t be long before we have to file a complaint against East China
2019-07-23 06:18:12 	wxid_xusilpfkh31g21 	hack05112 	Saying that the product is not in place
2019-07-23 06:18:25 	hack05112 	wxid_xusilpfkh31g21 	The blame will definitely have to be passed on at the end of the year, either because the research and development products are not good, or because other departments do not support it well
2019-07-23 06:18:26 	hack05112 	wxid_xusilpfkh31g21 	Hahahaha
2019-07-23 06:18:44 	hack05112 	wxid_xusilpfkh31g21 	He complained to CC, but Zhou Weiwei is CC’s confidant...
2019-07-23 06:20:58 	wxid_xusilpfkh31g21 	hack05112 	If you can face reality soberly, you should know that regardless of whether Wang Zhe has completed his performance or not, his behavior of passing the buck means that he is not qualified to be a senior executive
2019-07-23 06:21:36 	hack05112 	wxid_xusilpfkh31g21 	He has said it before, why he doesn’t sell products but only services? It’s because the company’s products are bad
2019-07-23 06:21:58 	wxid_xusilpfkh31g21 	hack05112 	[Pout] Huadong didn’t fight with him
2019-07-23 06:22:25 	wxid_xusilpfkh31g21 	hack05112 	People who always look for objective reasons for things not being done well are of poor quality
2019-07-23 06:23:07 	hack05112 	wxid_xusilpfkh31g21 	He didn’t tell Brother Dong
2019-07-23 06:23:15 	hack05112 	wxid_xusilpfkh31g21 	He doesn’t dare
2019-07-23 06:23:18 	hack05112 	wxid_xusilpfkh31g21 	Haha
2019-07-23 06:23:31 	wxid_xusilpfkh31g21 	hack05112 	I’m bragging in front of you
2019-07-23 06:23:44 	hack05112 	wxid_xusilpfkh31g21 	Now our department has assigned three people to support his new project. He may have to pass the blame to me if he can't handle the project.
2019-07-23 06:23:47 	hack05112 	wxid_xusilpfkh31g21 	😂
2019-07-23 06:24:55 	wxid_xusilpfkh31g21 	hack05112 	Haha, now that you are under his control, he dumps you even more unscrupulously [laughing evilly]
2019-07-23 06:27:09 	wxid_xusilpfkh31g21 	hack05112 	Shen Yang invited people from Pudong Development Area to dinner at the Pudong Development Area project. Do you know about this?
2019-07-23 06:27:55 	hack05112 	wxid_xusilpfkh31g21 	I don’t know. He is directly responsible to President C
2019-07-23 06:28:14 	wxid_xusilpfkh31g21 	hack05112 	Then CC will not let him invite people from Pudong Development Zone to dinner
2019-07-23 06:28:15 	wxid_xusilpfkh31g21 	hack05112 	Okay
2019-07-23 06:28:31 	hack05112 	wxid_xusilpfkh31g21 	Possibly please
2019-07-23 06:28:51 	hack05112 	wxid_xusilpfkh31g21 	Because he and Wenqing seem to have met before
2019-07-23 06:28:55 	hack05112 	wxid_xusilpfkh31g21 	But I don’t know her
2019-07-23 06:29:05 	wxid_xusilpfkh31g21 	hack05112 	Oh
2019-07-23 06:29:06 	hack05112 	wxid_xusilpfkh31g21 	This time I should have met Mr. C’s introduction
2019-07-23 06:29:09 	hack05112 	wxid_xusilpfkh31g21 	Then I treated you to a meal
2019-07-23 06:29:40 	hack05112 	wxid_xusilpfkh31g21 	This person’s business trip should not be counted as part of our department. New projects that belong to the management department will not be counted as our performance
2019-07-23 06:29:49 	wxid_xusilpfkh31g21 	hack05112 	No, it’s all from the management department
2019-07-23 06:29:55 	hack05112 	wxid_xusilpfkh31g21 	Oh
2019-07-23 06:30:04 	wxid_xusilpfkh31g21 	hack05112 	What new project is he responsible for?
2019-07-23 06:30:29 	hack05112 	wxid_xusilpfkh31g21 	I’m talking about the newly signed one from Pudong Development Zone
2019-07-23 06:30:50 	wxid_xusilpfkh31g21 	hack05112 	I haven’t seen this year’s new contract with Pudong Development Bank
2019-07-23 06:31:01 	hack05112 	wxid_xusilpfkh31g21 	I haven’t signed it yet, hahaha
2019-07-23 06:31:12 	hack05112 	wxid_xusilpfkh31g21 	It is said that there will be a ticket opening in August
2019-07-23 06:31:17 	wxid_xusilpfkh31g21 	hack05112 	Oh
2019-07-23 06:31:35 	wxid_xusilpfkh31g21 	hack05112 	You are not open this year either
2019-07-23 06:31:48 	hack05112 	wxid_xusilpfkh31g21 	That’s what we have this year
2019-07-23 06:31:50 	hack05112 	wxid_xusilpfkh31g21 	Opening in August
2019-07-23 06:32:02 	wxid_xusilpfkh31g21 	hack05112 	Okay, it’s late this year
2019-07-23 06:32:06 	wxid_xusilpfkh31g21 	hack05112 	In previous years, it was always May
2019-07-23 06:32:19 	hack05112 	wxid_xusilpfkh31g21 	Well, the quota is bigger this year
2022-05-09 07:55:04 	wxid_7p054rmzkhqf21 	gzp1991101 	Can you send me a report of the "ASEAN Department of the Ministry of Foreign Affairs" and the "Health Bureau" in the past month?
2022-05-09 07:55:08 	wxid_7p054rmzkhqf21 	gzp1991101 	They care about these two
2022-05-09 08:02:05 	gzp1991101 	wxid_7p054rmzkhqf21 	Okay
2022-05-09 08:32:30 	gzp1991101 	wxid_7p054rmzkhqf21 	Tai huh?
2022-05-09 08:54:16 	gzp1991101 	wxid_7p054rmzkhqf21 	
2022-05-09 08:54:16 	gzp1991101 	wxid_7p054rmzkhqf21 	
2022-05-09 09:09:49 	wxid_7p054rmzkhqf21 	gzp1991101 	Yes
2022-05-09 09:19:23 	gzp1991101 	wxid_7p054rmzkhqf21 	Just take two boxes and the data of the last few days will be enough, right?
2022-05-09 09:19:42 	wxid_7p054rmzkhqf21 	gzp1991101 	Good
2022-05-09 09:23:28 	gzp1991101 	wxid_7p054rmzkhqf21 	Outside has disappeared recently, the goal is to take care of itself, we are getting it again
2022-05-09 09:28:47 	wxid_7p054rmzkhqf21 	gzp1991101 	Thailand
2022-05-09 09:28:55 	gzp1991101 	wxid_7p054rmzkhqf21 	yep
2022-05-09 09:29:27 	gzp1991101 	wxid_7p054rmzkhqf21 	Technical feedback is still difficult
2022-05-09 09:29:46 	wxid_7p054rmzkhqf21 	gzp1991101 	Yep?
2022-05-09 09:29:48 	wxid_7p054rmzkhqf21 	gzp1991101 	What does it mean
2022-05-09 09:29:53 	gzp1991101 	wxid_7p054rmzkhqf21 	yes
2022-05-09 09:29:54 	gzp1991101 	wxid_7p054rmzkhqf21 	...
2022-05-09 09:31:26 	gzp1991101 	wxid_7p054rmzkhqf21 	Hygienic ones will be brought over immediately
2022-05-09 10:01:03 	wxid_7p054rmzkhqf21 	gzp1991101 	Good
2022-05-10 05:20:23 	wxid_7p054rmzkhqf21 	gzp1991101 	Give me a sample today
2022-05-10 05:52:04 	gzp1991101 	wxid_7p054rmzkhqf21 	It should be today
2022-05-10 05:52:07 	gzp1991101 	wxid_7p054rmzkhqf21 	I'm urging
2022-05-10 05:52:14 	wxid_7p054rmzkhqf21 	gzp1991101 	Good
2022-05-10 10:11:19 	gzp1991101 	wxid_7p054rmzkhqf21 	It’s tomorrow, I have other things to do today
2022-05-10 10:11:51 	wxid_7p054rmzkhqf21 	gzp1991101 	Good
2022-05-10 10:19:27 	wxid_7p054rmzkhqf21 	gzp1991101 	Mr. Gong, I am going to your place tomorrow. Can you treat me to dinner?
2022-05-10 10:19:28 	wxid_7p054rmzkhqf21 	gzp1991101 	[Wangchai]
2022-05-10 10:19:38 	gzp1991101 	wxid_7p054rmzkhqf21 	What are you doing here
2022-05-10 10:19:53 	wxid_7p054rmzkhqf21 	gzp1991101 	I'm going to meet the client at West Railway Station
2022-05-10 10:19:59 	wxid_7p054rmzkhqf21 	gzp1991101 	We are close to you
2022-05-10 10:21:03 	gzp1991101 	wxid_7p054rmzkhqf21 	What is West Railway Station
2022-05-10 10:21:36 	wxid_7p054rmzkhqf21 	gzp1991101 	Chengdu West Railway Station
2022-05-10 10:23:14 	gzp1991101 	wxid_7p054rmzkhqf21 	Never been there
2022-05-10 10:24:25 	wxid_7p054rmzkhqf21 	gzp1991101 	Isn’t this close to you?
2022-05-10 10:24:26 	wxid_7p054rmzkhqf21 	gzp1991101 	[Wangchai]
2022-05-10 10:29:08 	gzp1991101 	wxid_7p054rmzkhqf21 	There is still a little distance
2022-05-10 10:32:59 	wxid_7p054rmzkhqf21 	gzp1991101 	As long as you invite me, I will be there right away, hahaha
2022-05-10 10:33:07 	wxid_7p054rmzkhqf21 	gzp1991101 	I can accept this distance
2022-05-10 10:35:08 	gzp1991101 	wxid_7p054rmzkhqf21 	I won’t be there at noon
2022-05-10 10:35:10 	gzp1991101 	wxid_7p054rmzkhqf21 	Can’t get up
2022-05-10 10:35:15 	wxid_7p054rmzkhqf21 	gzp1991101 	I will go there in the afternoon
2022-05-10 10:35:20 	wxid_7p054rmzkhqf21 	gzp1991101 	Go to the customer's side at 3 o'clock
2022-05-10 10:35:22 	wxid_7p054rmzkhqf21 	gzp1991101 	[Wangchai]
2022-05-10 10:35:29 	gzp1991101 	wxid_7p054rmzkhqf21 	Mr. Lu’s business is doing well
2022-05-10 10:35:44 	wxid_7p054rmzkhqf21 	gzp1991101 	I’m running around just because I have no business
2022-05-10 10:35:47 	gzp1991101 	wxid_7p054rmzkhqf21 	Could it be Yunnan?
2022-05-10 10:35:48 	wxid_7p054rmzkhqf21 	gzp1991101 	Not like you Mr. Gong
2022-05-10 10:35:52 	wxid_7p054rmzkhqf21 	gzp1991101 	Sichuan Hall
2022-05-10 10:35:58 	gzp1991101 	wxid_7p054rmzkhqf21 	Awesome👍
2022-05-10 10:36:15 	wxid_7p054rmzkhqf21 	gzp1991101 	Hard-working workers like us are different from leaders like you
2022-05-10 10:37:38 	gzp1991101 	wxid_7p054rmzkhqf21 	I ate it together
2022-05-10 10:37:50 	wxid_7p054rmzkhqf21 	gzp1991101 	If a leader messes around, that’s also a leader
2022-05-10 10:37:57 	wxid_7p054rmzkhqf21 	gzp1991101 	You can lie down if you envy your leader
2022-05-10 10:38:10 	gzp1991101 	wxid_7p054rmzkhqf21 	Enough
2022-05-10 10:38:25 	wxid_7p054rmzkhqf21 	gzp1991101 	Hahahahahaha
2022-05-10 10:38:40 	wxid_7p054rmzkhqf21 	gzp1991101 	It’s such a happy decision
2022-05-11 02:31:43 	gzp1991101 	wxid_7p054rmzkhqf21 	
2022-05-11 02:33:38 	gzp1991101 	wxid_7p054rmzkhqf21 	Let’s talk about it after downloading
2022-05-11 03:01:26 	wxid_7p054rmzkhqf21 	gzp1991101 	Can you copy the link?
2022-05-11 03:01:58 	gzp1991101 	wxid_7p054rmzkhqf21 	No, lose yourself
2022-05-11 04:11:43 	gzp1991101 	wxid_7p054rmzkhqf21 	Is the download ready?
2022-05-11 04:12:27 	wxid_7p054rmzkhqf21 	gzp1991101 	Nope
2022-05-11 04:12:33 	wxid_7p054rmzkhqf21 	gzp1991101 	Isn’t this 24 hours
2022-05-11 04:12:47 	gzp1991101 	wxid_7p054rmzkhqf21 	The technology that has been laid down must be destroyed
2022-05-11 04:13:19 	wxid_7p054rmzkhqf21 	gzp1991101 	I asked the customer to place the order directly, but I didn’t.
2022-05-11 04:13:37 	gzp1991101 	wxid_7p054rmzkhqf21 	…
2022-05-11 04:31:23 	wxid_7p054rmzkhqf21 	gzp1991101 	What is the password
2022-05-11 04:31:59 	wxid_7p054rmzkhqf21 	gzp1991101 	Download finished
2022-05-11 04:33:32 	gzp1991101 	wxid_7p054rmzkhqf21 	Today is Wednesday! ! !
2022-05-11 04:33:41 	wxid_7p054rmzkhqf21 	gzp1991101 	……
2022-05-11 04:33:48 	wxid_7p054rmzkhqf21 	gzp1991101 	This was the password last time
2022-05-11 04:33:55 	wxid_7p054rmzkhqf21 	gzp1991101 	I did it five or six times but didn’t open it
2022-05-11 04:33:57 	wxid_7p054rmzkhqf21 	gzp1991101 	I really vomited
2022-05-11 04:34:33 	gzp1991101 	wxid_7p054rmzkhqf21 	Try the exclamation mark in Chinese and English
2022-05-11 04:34:38 	gzp1991101 	wxid_7p054rmzkhqf21 	Should be a Chinese exclamation mark
2022-05-11 04:35:18 	wxid_7p054rmzkhqf21 	gzp1991101 	Hmm
2022-05-11 04:47:15 	gzp1991101 	wxid_7p054rmzkhqf21 	Is it open?
2022-05-11 04:48:05 	wxid_7p054rmzkhqf21 	gzp1991101 	Let me confirm
2022-05-11 04:48:24 	gzp1991101 	wxid_7p054rmzkhqf21 	Not for Yunnan
2022-05-11 04:48:32 	wxid_7p054rmzkhqf21 	gzp1991101 	Guizhou
2022-05-11 04:48:50 	gzp1991101 	wxid_7p054rmzkhqf21 	Okay, Yunnan Big Data Office came to our company yesterday
2022-05-11 04:49:11 	wxid_7p054rmzkhqf21 	gzp1991101 	What's the solution?
2022-05-11 04:49:49 	gzp1991101 	wxid_7p054rmzkhqf21 	The director is coming next week, and a few soldiers came to fight yesterday
2022-05-11 04:50:05 	gzp1991101 	wxid_7p054rmzkhqf21 	As long as there is no conflict
2022-05-11 04:50:29 	wxid_7p054rmzkhqf21 	gzp1991101 	Hmmmm~ Jie Chu was originally from the Internet Security Bureau
2022-05-11 04:50:46 	wxid_7p054rmzkhqf21 	gzp1991101 	Opened
2022-05-11 04:50:54 	gzp1991101 	wxid_7p054rmzkhqf21 	OJBK
2022-05-11 04:51:16 	wxid_7p054rmzkhqf21 	gzp1991101 	These two sell for a lot
2022-05-11 04:51:38 	wxid_7p054rmzkhqf21 	gzp1991101 	5?
2022-05-11 04:51:50 	gzp1991101 	wxid_7p054rmzkhqf21 	The outside is temporarily gone
2022-05-11 04:52:45 	gzp1991101 	wxid_7p054rmzkhqf21 	What price do you think customers can eat
2022-05-11 04:52:52 	wxid_7p054rmzkhqf21 	gzp1991101 	Is that the only one that is hygienic?
2022-05-11 04:53:12 	gzp1991101 	wxid_7p054rmzkhqf21 	There are others, but the customer only chose two this time
2022-05-11 04:53:43 	wxid_7p054rmzkhqf21 	gzp1991101 	I'm afraid it can only sell for 3 by itself, mainly because Thailand is not valuable
2022-05-11 04:53:48 	wxid_7p054rmzkhqf21 	gzp1991101 	Unless how far
2022-05-11 04:54:21 	gzp1991101 	wxid_7p054rmzkhqf21 	You are just talking about hygiene, right?
2022-05-11 04:54:35 	wxid_7p054rmzkhqf21 	gzp1991101 	Hmm
2022-05-11 04:54:49 	gzp1991101 	wxid_7p054rmzkhqf21 	I think it’s OK
2022-05-11 04:55:21 	gzp1991101 	wxid_7p054rmzkhqf21 	But what do they use for hygiene?
2022-05-11 04:55:46 	wxid_7p054rmzkhqf21 	gzp1991101 	Don’t know
2022-05-11 04:57:00 	gzp1991101 	wxid_7p054rmzkhqf21 	Watch them negotiate, it feels like there’s nothing going on
2022-05-11 04:57:07 	wxid_7p054rmzkhqf21 	gzp1991101 	Hmm~
2022-05-11 05:00:19 	gzp1991101 	wxid_7p054rmzkhqf21 	Aren’t the customers interested in the two parts we picked last time?
2022-05-11 05:01:09 	wxid_7p054rmzkhqf21 	gzp1991101 	They have already controlled some, now select in the analysis list
2022-05-11 05:01:43 	gzp1991101 	wxid_7p054rmzkhqf21 	Our table partially overlaps with theirs?
2022-05-11 05:02:10 	wxid_7p054rmzkhqf21 	gzp1991101 	Yeah
2022-05-11 05:58:58 	wxid_7p054rmzkhqf21 	gzp1991101 	Play mahjong
2022-05-11 05:59:24 	gzp1991101 	wxid_7p054rmzkhqf21 	I just lost 1300 yesterday [angry]
2022-05-11 05:59:36 	wxid_7p054rmzkhqf21 	gzp1991101 	Let’s lose some more today
2022-05-11 05:59:47 	wxid_7p054rmzkhqf21 	gzp1991101 	The leader will take care of you
2022-05-11 06:00:14 	wxid_7p054rmzkhqf21 	gzp1991101 	On an appointment with Brother Shan
2022-05-11 06:04:18 	gzp1991101 	wxid_7p054rmzkhqf21 	You haven’t seen your client?
2022-05-11 06:04:28 	wxid_7p054rmzkhqf21 	gzp1991101 	Missed, temporary meeting
2022-05-11 06:04:33 	wxid_7p054rmzkhqf21 	gzp1991101 	See you tomorrow
2022-05-11 06:18:23 	gzp1991101 	wxid_7p054rmzkhqf21 	Don’t tell Luoshan about our cooperation yet
2022-05-11 06:19:51 	wxid_7p054rmzkhqf21 	gzp1991101 	Yeah
2022-05-11 06:19:53 	wxid_7p054rmzkhqf21 	gzp1991101 	Not to be said
2022-05-27 05:11:18 	wxid_7p054rmzkhqf21 	gzp1991101 	Mr. Gong
2022-05-27 05:11:26 	wxid_7p054rmzkhqf21 	gzp1991101 	Can Twitter still be implemented?
2022-05-27 05:11:50 	gzp1991101 	wxid_7p054rmzkhqf21 	Forget it, there are so many that I can’t even get out
2022-05-27 05:12:16 	wxid_7p054rmzkhqf21 	gzp1991101 	Can you help me check it out
2022-05-27 05:12:17 	wxid_7p054rmzkhqf21 	gzp1991101 	[Face covering]
